brand,model,spec,Model Year,dB_at_idle,dB_at_50kmh,dB_at_80kmh,dB_at_100kmh,dB_at_120kmh,dB_at_140kmh,Trim,Model Year,Body Style,Number of Cylinders,Engine Type,Fuel,Model Drive,Transmission Type,Car Weight in Kg,Displacement in Litres,Engine Power (HP),Engine Torque (lbf),Weight in lbs,Country of Origin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford,F-150,3.7 V6,2013,41.6,53.1,60.3,64,67.4,70.8,STX,2013,Pickup,6,V,Flex-Fuel (Unleaded/E85),Rear,6-speed automatic,2125,3.7,298,278,4685,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CTS,3.6,2012,42.4,52.2,60.1,64.7,65.3,66.2,Automatic,2012,Sedan,6,V,Gasoline,Rear,6-speed automatic,1748,3,270,223,3854,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,Impala,2.5,2013,39.3,50.6,57.7,61.3,64.7,68.1,LT,2013,Sedan,6,V,Flex-Fuel (Unleaded/E85),Front,6-speed automatic,1658,3.6,296,262,3655,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,2.0 Hybrid,2013,43.1,53,61,64.1,66.4,68.9,SX,2013,Sedan,4,in-line,Gasoline,Front,6-speed automatic,1538,2,270,269,3391,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,ATS,2,2013,44,54.3,60.7,64.4,66,67.6,Sedan 2.5L Luxury,2013,Sedan,4,in-line,Gasoline,Rear,6-speed automatic,1503,2.5,199,190,3314,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford,Focus,1,2013,44.5,54.7,62.9,65.8,68.5,71.6,Titanium Sedan,2013,Sedan,4,in-line,Gasoline,Front,6-speed automatic,1334,2,158,146,2941,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CTS,3.6 V6,2013,46.7,54.5,59.8,61.2,67.5,73.9,Sport Wagon 3.6L AWD Premium,2013,Station Wagon,6,V,Gasoline,AWD,6-speed automatic,1953,3.6,314,275,4306,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X5,xDrive 30d,2013,41.4,56.3,58,60.8,64.6,68.2,xDrive35d,2013,SUV,6,in-line,Diesel,AWD,6-speed automatic,2355,3,261,425,5192,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,MDX,3.5 V6,2013,41.7,51.7,57.9,61.2,64,66.8,AWD,2013,SUV,6,V,Gasoline,AWD,6-speed automatic,2069,3.7,300,270,4561,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X1,xDrive 30i,2013,48.8,56.2,60.9,63.1,65.9,68.7,xDrive351i,2013,SUV,6,in-line,Gasoline,AWD,6-speed automatic,1765,3,296,300,3891,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,370Z,Cabrio,2010,48.1,58.6,65.2,68.5,71.8,75.2,Touring Convertible,2010,Convertible,6,V,Gasoline,Rear,6-speed manual,1578,3.7,332,270,3479,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,Camaro,6.2 V8,2012,50.3,59.6,65.5,68.3,71.8,75.3,LT Coupe,2012,Coupe,6,V,Gasoline,Rear,6-speed manual,1812,3.6,323,277,3995,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford,Mustang,3.7 V6,2013,45.2,55.7,62.4,65.6,69.5,73.5,Shelby GT500,2013,Coupe,8,V,Gasoline,Rear,6-speed manual,1748,5.8,653,631,3854,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford ,Mustang,Shelby GT500,2013,57.3,63,66.8,68,72,76.1,Shelby GT500,2013,Coupe,8,V,Gasoline,Rear,6-speed manual,1748,5.8,653,631,3854,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,M3, ,2013,48,58.2,64.7,67.9,71.2,74.5,Coupe,2013,Coupe,8,V,Gasoline,Rear,6-speed manual,1680,4,408,295,3704,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Accord,2.4,2011,44.8,53.7,59.3,62.3,64.4,66.6,Coupe EX-L V-6,2011,Coupe,6,V,Gasoline,Front,6-speed manual,1547,3.5,271,251,3411,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,Corvette,ZR1,2012,54.4,60.7,65.1,66,72,77.9,ZR1 3ZR,2012,Coupe,8,V,Gasoline,Rear,6-speed manual,1512,6.2,638,603,3333,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Accord,2.4,2013,41,52.2,59.2,62.9,65.5,68.1,Coupe EX,2013,Coupe,4,in-line,Gasoline,Front,6-speed manual,1480,2.4,182,181,3263,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porsche,Cayman,R,2012,54.4,61.3,65.9,67.2,72.7,78.2,R,2012,Coupe,6,boxer,Gasoline,Rear,6-speed manual,1295,3.4,330,273,2855,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,Golf,1.6 D,2013,46.1,57,61.1,63.2,66.2,70.1,TDI 2-Door,2013,Hatchback,4,in-line,Diesel,Front,6-speed manual,1358,2,138,236,2994,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,Corvette,Stingray,2013,52.6,62,68.1,70.5,75.5,80.5,Convertible 2LT,2013,Roadster,8,V,Gasoline,Rear,6-speed manual,1461,6.2,424,424,3221,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CTS-V,6.2 V8,2012,44.5,54.8,63,66.7,68.5,70.7,Sedan,2012,Sedan,8,V,Gasoline,Rear,6-speed manual,1915,6.2,556,550,4222,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,6,2.5,2013,41.2,51.7,58.4,61.7,65,68.3,i Sport,2013,Sedan,4,in-line,Gasoline,Front,6-speed manual,1499,2.5,168,167,3305,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,6,2.0 Stationcar,2013,38.9,58.8,62.2,65.7,67.3,70.6,i Sport,2013,Sedan,4,in-line,Gasoline,Front,6-speed manual,1499,2.5,168,167,3305,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,6,2.5 V6,2013,41.2,51.7,58.4,61.7,65,68.3,i Sport,2013,Sedan,4,in-line,Gasoline,Front,6-speed manual,1499,2.5,168,167,3305,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Accord,2.0 Stationcar,2013,42.4,55.5,61.9,64.3,66.3,70.5,Sedan Sport,2013,Sedan,4,in-line,Gasoline,Front,6-speed manual,1496,2.4,182,182,3298,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Accent,1.6,2012,42.8,54,61,64.7,67.6,70.5,GLS,2012,Sedan,4,in-line,Gasoline,Front,6-speed manual,1087,1.6,138,123,2396,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeep,Wrangler,3.6 V6,2012,47.5,57.9,64.5,67.5,71.7,76,Unlimited Sahara,2012,SUV,6,V,Flex-Fuel (Unleaded/E85),4WD,6-speed manual,1936,3.6,285,260,4268,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexus,RX,350,2013,40.9,52.8,60,64.4,66,67.6,350 FWD,2013,SUV,4,electric,Diesel,front,6-speed manual,1895,0.2,266,248,4178,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,Outlander,2,2013,45.8,59.6,65.1,69.6,71.8,76,Sport SE 2WD,2013,SUV,16,electric,Diesel / Electric Hybrid,4WD,6-speed manual,1535,2,166,167,3384,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subaru,Forester,2.0 turbo,2013,39.9,51.7,58.9,63.3,64.5,65.7,2.5X,2013,SUV,16,electric,Diesel / Electric Hybrid,AWD,6-speed manual,1480,2.5,168,174,3263,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat,500,Abarth,2012,49,59.9,66.7,70.2,73.1,76,Lounge,2012,Coupe,4,in-line,Gasoline,Front,6-speed shiftable automatic,1104,1.4,101,98,2434,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Rio,1.2,2012,39.1,61.2,66.2,68,71.3,74,EX Hatchback,2012,Hatchback,4,in-line,Gasoline,Front,6-speed shiftable automatic,1126,1.6,138,123,2482,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volvo,S80,D5 2.4,2012,42.8,52.7,60.6,63.9,66,68.3,T6,2012,Sedan,6,in-line,Gasoline,AWD,6-speed shiftable automatic,1822,3,300,325,4017,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford,Fusion,Hybrid,2012,36.7,49.1,57.1,60.6,66.1,71.6,Hybrid,2012,Sedan,4,in-line,Gasoline / Electric Hybrid,Front,6-speed shiftable automatic,1687,2.5,,,3719,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexus,ES,300h,2012,41,50.7,56.6,59.9,62,64,350,2012,Sedan,6,V,Gasoline,Front,6-speed shiftable automatic,1635,3.5,268,248,3605,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford,Fusion,2,2012,43.2,53.2,59.4,62.7,65.1,67.5,Sport,2012,Sedan,6,V,Gasoline,Front,6-speed shiftable automatic,1629,3.5,263,249,3591,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Verano,Turbo,2012,41.2,51.3,57.6,61,63.5,66,Convenience Package,2012,Sedan,4,in-line,Flex-Fuel (Unleaded/E85),Front,6-speed shiftable automatic,1497,2.4,180,171,3300,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Enclave,3.6 V6,2012,43.1,52.7,58.7,62,64.1,66.2,Leather Package,2012,SUV,6,V,Gasoline,Front,6-speed shiftable automatic,2168,3.6,288,270,4780,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Sportage,1.6,2012,46.3,57,65.5,69,71.3,73.8,SX,2012,SUV,4,in-line,Gasoline,Front,6-speed shiftable automatic,1502,2,260,268,3311,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Sportage,1.6,2012,44.6,59.7,65.3,65.8,68.6,71.3,SX,2012,SUV,4,in-line,Gasoline,Front,6-speed shiftable automatic,1502,2,260,268,3311,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Sportage,1.6,2012,35.4,56.2,63.6,65.2,69.3,71.7,LX,2012,SUV,4,in-line,Gasoline,Front,6-speed shiftable automatic,1445,2.4,176,168,3186,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,Jetta,1.4 Hybrid,2013,34.2,53.9,58.5,62.3,64.5,67.7,Hybrid,2013,Sedan,4,in-line,Gasoline,Front,7-speed automatic,1505,1.4,148,162,3318,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porsche,911,Carrera S Cabrio,2012,48.6,59.8,68.8,73.7,74.8,76.3,Carrera S Cabriolet,2012,Convertible,6,boxer,Gasoline,Rear,7-speed manual,1395,3.8,400,325,3075,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porsche,911,S,2012,48.8,58,64.2,66,73.3,80.6,Carrera S Cabriolet,2012,Convertible,6,boxer,Gasoline,Rear,7-speed manual,1395,3.8,400,325,3075,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,370Z, ,2010,47.3,58.2,67,70.5,72.9,75.6,Touring Convertible Automatic,2010,Convertible,6,V,Gasoline,Rear,7-speed shiftable automatic,1578,3.7,332,270,3479,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Genesis,3.8 V6,2013,42.8,54.1,61.4,64.2,70.4,76.7,3.8,2013,Sedan,6,V,Gasoline,Rear,8-speed automatic,1738,3.8,328,291,3832,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Genesis,Coupe,2012,43,54.1,61.4,64.2,70.2,76.1,4.6,2012,Sedan,8,V,Gasoline,Rear,8-speed shiftable automatic,1825,4.6,385,333,4023,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
